id,value,Author,Skill Statement,parent_id,Keywords,Standards,Certifications,Occupation Major Groups,Occupation Minor Groups,Broad Occupations,Detailed Occupations,O*Net Job Codes,Employers,Alignment Name,Alignment URL,Alignment Framework
https://osmt.wgu.edu/api/skills/31c5f889-d15b-4df6-8a42-5269b660e3d4,Assessment Strategy Determination,Western Governors University,Determine an assessment strategy.,Educational Evaluation,Educational Evaluation; Curriculum & Instruction; WGUSID: 2212; NGT; K-12 Teacher,ISTE_Educators_7c; InTASC_3a; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_8n; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4a; ISTE.Coach.LD.4b; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; ISTE_Educators_7a; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; NBPTS_Core_Proposition_3; NEA.TeacherLeader:RP; ATD.Prof.LS; ISTE.Coach.PLF.5a; InTASC_6o; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_EdLeaders_3a; ISTE_EdLeaders_3b; ISTE.Coach.PLF.5bAAQEP_1d; NBPTS_Core_Proposition_2,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Educational Evaluation,https://skills.emsidata.com/skills/KS123C26WT1BJCGR08PQ,
https://osmt.wgu.edu/api/skills/d5ba750b-6e59-426d-aec1-5f547eacc62b,Project Data Sources Determination,Western Governors University,Determine data sources for a project.,Data Collection,Curriculum & Instruction; Data Collection; WGUSID: 2227,ISTE_Educators_7c; InTASC_3a; InTASC_3d; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_6p; InTASC_8n; ISTE_EdLeaders_2c; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE_Educators_7b; InTASC_3b; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ATD.Prof.TDFISTE_Educators_7a,,11-0000; 25-0000; 33-0000,11-9000; 25-4000; 25-9000; 33-3000,11-9030; 25-4020; 25-9010; 25-9030; 25-9090; 33-3020,11-9033; 11-9039; 25-4022; 25-9011; 25-9031; 25-9099,,,Data Collection,https://skills.emsidata.com/skills/KS122NR6NY1KB0TD40G4,
https://osmt.wgu.edu/api/skills/82402e8f-37cd-4fe2-98b6-e8affa17f8f5,Program Learning Outcomes Determination,Western Governors University,Determine if the program design supports student learning outcomes.,Program Evaluation,Curriculum & Instruction; Program Evaluation; Educational Program Analysis; Program Planning; Educational Program Evaluation; WGUSID: 2244,ISTE_Educators_7c; InTASC_3a; InTASC_3i; InTASC_4g; InTASC_8n; ISTE_EdLeaders_2c; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.DDM.6a; ISTE.Coach.DDM.6b; ISTE.Coach.LD.4a; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_5d; ATD.Prof.LS; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ATD.Prof.KM; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; InTASC_3q; InTASC_6o; InTASC_6s; NBPTS_Core_Proposition_1; ISTE.Coach.LD.4c; ISTE.Coach.C.3c; NBPTS_Core_Proposition_2; ISTE.Coach.PLF.5bAAQEP_3d,,11-0000; 25-0000,11-9000; 25-4000; 25-9000,11-9030; 25-4020; 25-9030; 25-9090,11-9033; 11-9039; 25-4022; 25-9031,,,Program Evaluation,https://skills.emsidata.com/skills/KS1283T76NBCX550G0KK,
https://osmt.wgu.edu/api/skills/08881d13-d387-46f0-9428-d54179ca2dae,Instructional Strategy Determination,Western Governors University,Determine an instructional strategy.,Curriculum Development,Curriculum & Instruction; Certifications; Curriculum Development; WGUSID: 2246,InTASC_3a; InTASC_3d; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_6p; InTASC_8n; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4a; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; InTASC_3b; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ISTE.Coach.PLF.5a; ISTE_Educators_1c; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE.Coach.LD.4c; ISTE.Coach.PLF.5bAAQEP_1a; ISTE.Coach.CA.1b; ISTE_EdLeaders_3d,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Curriculum Development,https://skills.emsidata.com/skills/KS122LF6587VF0NZFZJW,
https://osmt.wgu.edu/api/skills/66f06b9c-f039-46fe-bd3a-9959fb3e6bac,Technology Tool Lesson Development,Western Governors University,"Develop a lesson that engages students in a range of learning skills and technology tools in which the student will access, interpret, and apply knowledge.",Educational Technologies,Special Education; Educational Technologies; WGUSID: 2338,InTASC_3a; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_8n; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4a; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ISTE.Coach.PLF.5a; InTASC_6o; ISTE_Educators_1c; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE.Coach.PLF.5bAAQEP_1a; ISTE.Coach.CA.1b; ISTE_EdLeaders_3d; ISTE_EdLeaders_3c; ISTE_EdLeaders_3e,,25-0000,25-1000; 25-2000; 25-4000; 25-9000,25-1020; 25-1040; 25-1050; 25-1080; 25-2020; 25-2030; 25-2050; 25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Educational Technologies,https://skills.emsidata.com/skills/KS121YM5YHFCQG78PSP4,
https://osmt.wgu.edu/api/skills/427e499e-5e25-4798-b348-dbd13c37f8ee,Program Assessment Structure Development,Western Governors University,Develop a program assessment structure.,Program Management,Curriculum & Instruction; Program Management; Educational Program Management; WGUSID: 2360,ISTE_Educators_7c; InTASC_3a; InTASC_3i; InTASC_4g; InTASC_8n; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.PLF.5b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_5d; ISTE.Coach.PLF.5c; NBPTS_Core_Proposition_3; NEA.TeacherLeader:RP; ATD.Prof.LS; ATD.Pers.CL; ATD.Org.CBP; ATD.Prof.KM; ISTE.Coach.PLF.5a; InTASC_3q; InTASC_6o; InTASC_6s; ISTE_EdLeaders_4a; ISTE.Coach.PLF.5cISTE_Educators_7b,,11-0000; 25-0000; 33-0000,11-9000; 25-4000; 25-9000; 33-3000,11-9030; 25-4020; 25-9030; 25-9090; 33-3020,11-9033; 11-9039; 25-4022; 25-9031,,,Program Management,https://skills.emsidata.com/skills/KS1283V6XDFZSK6YP0HF,
https://osmt.wgu.edu/api/skills/d549e67d-006a-4265-988b-43a8122c8300,Learning Goal Assessment Development,Western Governors University,Develop assessments to address specific learning goals.,Educational Evaluation,Special Education; Educational Evaluation; Lesson Planning; WGUSID: 2448; NGT; K-12 Teacher,ISTE_Educators_7c; InTASC_3a; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_8n; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4a; ISTE.Coach.LD.4b; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; ISTE_Educators_7a; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Prof.LS; ISTE.Coach.PLF.5a; InTASC_6o; ISTE_Educators_1c; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE.Coach.PLF.5bAAQEP_1d; ISTE_EdLeaders_3e; ILA_Teachers_3.2; ILA_Teachers_3.1,,25-0000,25-1000; 25-2000; 25-4000; 25-9000,25-1020; 25-1040; 25-1050; 25-1080; 25-2020; 25-2030; 25-2050; 25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Educational Evaluation,https://skills.emsidata.com/skills/KS123C26WT1BJCGR08PQ,
https://osmt.wgu.edu/api/skills/aa1d63c0-b183-4e5e-8e2e-e73dfcdcd2db,Develop Methods and Materials for Data,Western Governors University,"Develop materials and methods for data collection, analysis, and retention.",Research,Business_Ethics; Professional_Ethics; 21st_Century_Skills; Thinking; Curriculum & Instruction; SEL: Executive Function; SEL; Research; Basic Research; Action Research; Applied Research; Clinical Research; Educational Research; Research And Development; Research Design; Research Experiences; Research Methodologies; Research Reports; WGUSID: 2538,InTASC_3a; InTASC_3i; InTASC_4g; InTASC_8n; ISTE_EdLeaders_2c; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.DDM.6a; ISTE.Coach.DDM.6b; ISTE.Coach.PLF.5b; InTASC_3b; InTASC_3e; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_5d; ISTE.Coach.PLF.5c; ISTE.Coach.DDM.6c; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ATD.Prof.KM; ISTE.Coach.PLF.5a; InTASC_6o; InTASC_6s; AAQEP_3c; AAQEP_1d; ISTE_Educators_1c; ISTE.Coach.PLF.5cAAQEP_1a; ISTE_EdLeaders_3a; ISTE_Educators_1b,,11-0000; 13-0000; 25-0000; 33-0000; 37-0000; 39-0000,11-1000; 11-2000; 11-3000; 11-9000; 13-1000; 25-4000; 25-9000; 33-1000; 33-3000,11-1010; 11-1020; 11-2020; 11-3010; 11-3050; 11-3070; 11-9020; 11-9150; 11-9190; 13-1050; 13-1070; 13-1110; 25-4020; 25-9030; 25-9090; 33-1010; 33-3020,11-1011; 11-1021; 11-2022; 11-3051; 11-3071; 11-9021; 11-9151; 11-9198; 13-1051; 13-1071; 13-1111; 25-4022; 25-9031,,,Research,https://skills.emsidata.com/skills/KS1203C6N9B52QGB4H67,
https://osmt.wgu.edu/api/skills/be60e445-9f5f-42a3-a781-182638dfb449,Improvement Recommendations Development,Western Governors University,Develop recommendations for improvements based on a program analysis.,Program Evaluation,Curriculum & Instruction; Program Evaluation; Educational Program Analysis; Program Planning; Educational Program Evaluation; WGUSID: 2594,ISTE_Educators_7c; InTASC_3a; InTASC_3i; InTASC_4g; InTASC_8n; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.DDM.6a; ISTE.Coach.DDM.6b; ISTE.Coach.PLF.5b; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_5d; ISTE.Coach.PLF.5c; ATD.Prof.LS; ISTE.Coach.DDM.6c; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ATD.Prof.KM; InTASC_3q; InTASC_6o; InTASC_6s; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ATD.Pers.C; ISTE_EdLeaders_2e; ISTE.Coach.PLF.5cAAQEP_3d,,11-0000; 25-0000,11-9000; 25-4000; 25-9000,11-9030; 25-4020; 25-9030; 25-9090,11-9033; 11-9039; 25-4022; 25-9031,,,Program Evaluation,https://skills.emsidata.com/skills/KS1283T76NBCX550G0KK,
https://osmt.wgu.edu/api/skills/f5d82405-9309-458a-b89f-48df9f008edf,Audio-Visual Technology Strategy Development,Western Governors University,Develop strategies to use technologies to design and deliver audio-visual instructional materials in learning environments.,Educational Technologies,Special Education; Educational Technologies; WGUSID: 2632; NGT; K-12 Teacher,InTASC_3a; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_8n; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Prof.LS; ISTE.Coach.PLF.5a; InTASC_6o; ISTE_Educators_1c; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE.Coach.PLF.5bAAQEP_1a; ISTE.Coach.C.3d; ISTE.Coach.CA.1b; ISTE_EdLeaders_3d,,25-0000,25-1000; 25-2000; 25-4000; 25-9000,25-1020; 25-1040; 25-1050; 25-1080; 25-2020; 25-2030; 25-2050; 25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Educational Technologies,https://skills.emsidata.com/skills/KS121YM5YHFCQG78PSP4,
https://osmt.wgu.edu/api/skills/ed48bc6a-22d6-4164-b8fb-85993d854f60,Media Resource Evaluation,Western Governors University,"Evaluate media and technology resources for quality, accuracy, and learning effectiveness.",Educational Technologies,Special Education; Educational Technologies; WGUSID: 3137; NGT; K-12 Teacher,InTASC_3a; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_8n; ISTE_EdLeaders_2c; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.PLF.5b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Prof.LS; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; InTASC_6o; AAQEP_3d; ISTE.Coach.PLF.5bAAQEP_1a; ISTE.Coach.CA.1e; ISTE.Coach.C.3c; ILA_Teachers_5.2,,11-0000; 25-0000,11-9000; 25-1000; 25-2000; 25-4000; 25-9000,11-9030; 25-1020; 25-1040; 25-1050; 25-1080; 25-2020; 25-2030; 25-2050; 25-4020; 25-9030; 25-9090,11-9033; 11-9039; 25-4022; 25-9031,,,Educational Technologies,https://skills.emsidata.com/skills/KS121YM5YHFCQG78PSP4,
https://osmt.wgu.edu/api/skills/5cfbf30e-a567-4b04-8bbc-8cd7cb0ea18d,Program Improvement Recommendation,Western Governors University,Provide recommendations for educational program improvements.,Program Evaluation,Curriculum & Instruction; Program Evaluation; Educational Program Analysis; Program Planning; Educational Program Evaluation; WGUSID: 3577,ISTE_Educators_7c; InTASC_3a; InTASC_3i; InTASC_4g; InTASC_8n; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_5d; ATD.Org.ODC; ATD.Prof.LS; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ATD.Prof.KM; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; InTASC_3q; InTASC_6o; InTASC_6s; ISTE_Educators_2a; ISTE_EdLeaders_2e; ISTE.Coach.CL.2cAAQEP_3d,,25-0000,25-4000; 25-9000,25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Program Evaluation,https://skills.emsidata.com/skills/KS1283T76NBCX550G0KK,
https://osmt.wgu.edu/api/skills/72c77222-6981-4881-81b5-b6ef6daefd79,Educational Evaluation Best Practices,Western Governors University,Integrate educational evaluation best practices.,Educational Evaluation,Special Education; Educational Evaluation; WGUSID: 4520,ISTE_Educators_7c; InTASC_3a; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_8n; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.DDM.6a; ISTE.Coach.DDM.6b; ISTE.Coach.PLF.5b; ISTE.Coach.PLF.5cAAQEP_1d; ISTE_Educators_7a; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ISTE.Coach.PLF.5c; ATD.Prof.LS; ISTE.Coach.DDM.6c; ATD.Prof.KM; ISTE.Coach.PLF.5a; InTASC_6o; ISTE_Educators_1b; ISTE_EdLeaders_2e; ISTE_EdLeaders_4d; ILA_Teachers_3.1; IDA_KPS_3.2,,11-0000; 25-0000,11-9000; 25-4000; 25-9000,11-9030; 25-4020; 25-9030; 25-9090,11-9033; 11-9039; 25-4022; 25-9031,,,Educational Evaluation,https://skills.emsidata.com/skills/KS123C26WT1BJCGR08PQ,
https://osmt.wgu.edu/api/skills/c2901940-eab5-47e7-8b0c-7b6a573a27b9,Multimedia Tool Integration,Western Governors University,Integrate multimedia tools and technologies to transform instruction and enhance student learning.,Educational Technologies,Educational Technologies; WGUSID: 4540; NGT; K-12 Teacher,InTASC_3a; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_8n; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Prof.LS; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; ISTE.Coach.PLF.5a; InTASC_6o; ISTE_Educators_1c; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_Educators_6a; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_Educators_6d; ISTE.Coach.PLF.5bAAQEP_1a; ISTE_EdLeaders_3a; ISTE_EdLeaders_3b; ISTE.Coach.C.3b; ISTE.Coach.C.3d; ISTE.Coach.CA.1b,,25-0000,25-1000; 25-2000; 25-4000; 25-9000,25-1020; 25-1040; 25-1050; 25-1080; 25-2020; 25-2030; 25-2050; 25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Educational Technologies,https://skills.emsidata.com/skills/KS121YM5YHFCQG78PSP4,
https://osmt.wgu.edu/api/skills/68e1a6f1-e6f3-42dd-9a29-47e706dcf0a2,Multimedia Tool Integration (duplicate),Western Governors University,Integrate multimedia tools and technologies for student learning enhancement.,Educational Technologies,Special Education; Educational Technologies; WGUSID: 4540; NGT; K-12 Teacher,InTASC_3a; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_8n; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Prof.LS; ISTE.Coach.CL.2a; ISTE.Coach.CL.2b; ISTE.Coach.PLF.5a; InTASC_6o; ISTE_Educators_1c; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_Educators_6a; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_Educators_6d; ISTE.Coach.PLF.5bAAQEP_1a; ISTE_EdLeaders_3a; ISTE_EdLeaders_3b; ISTE.Coach.C.3b; ISTE.Coach.C.3d; ISTE.Coach.CA.1b; NSQ_Teaching_B1,,25-0000,25-1000; 25-2000; 25-4000; 25-9000,25-1020; 25-1040; 25-1050; 25-1080; 25-2020; 25-2030; 25-2050; 25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Educational Technologies,https://skills.emsidata.com/skills/KS121YM5YHFCQG78PSP4,
https://osmt.wgu.edu/api/skills/990aed7f-954a-4d17-92c9-24412db6a63a,Teaching Practice Research Results Interpretation,Western Governors University,Interpret data and research results for teaching practices.,Evidence-Based Practice,Special Education; Evidence-Based Practice; WGUSID: 4569,ISTE_Educators_7c; InTASC_3a; InTASC_3i; InTASC_3n; InTASC_4g; InTASC_8n; ISTE_EdLeaders_2c; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.DDM.6a; ISTE.Coach.DDM.6b; ISTE.Coach.PLF.5b; ISTE.Coach.PLF.5cAAQEP_1d; ISTE_Educators_7a; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ISTE.Coach.PLF.5c; ISTE.Coach.DDM.6c; InTASC_6o; ISTE_Educators_1c; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_Educators_6a; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_Educators_6d,,25-0000,25-1000; 25-2000; 25-4000; 25-9000,25-1020; 25-1040; 25-1050; 25-1080; 25-2020; 25-2030; 25-2050; 25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Evidence-Based Practice,https://skills.emsidata.com/skills/KS123987840L8J17862K,
https://osmt.wgu.edu/api/skills/537e7937-0cb7-4fef-bf57-f3aebdfbfaa6,Student Learning Provisions,Western Governors University,Make provisions for students with learning differences or needs.,Student-Centered Learning,Special Education; Teaching; Student-Centered Learning; WGUSID: 4866,ISTE_Educators_4d; ISTE_Educators_7c; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.LD.4a; ISTE.Coach.LD.4d; ISTE.Coach.PLF.5b; ISTE_Educators_7a; ISTE_Educators_7b; InTASC_3e; InTASC_3l; ISTE.Coach.PLF.5a; ISTE_Educators_1c; ISTE_Educators_2b; ISTE_Educators_3a; ISTE_Educators_3b; ISTE_Educators_5a; ISTE_Educators_5b; ISTE_Educators_5c; ISTE_Educators_6a; ISTE_Educators_6b; ISTE_Educators_6c; ISTE_Educators_6d; ISTE.Coach.LD.4c; ISTE_EdLeaders_3a; ISTE_EdLeaders_3b; ISTE.Coach.CA.1b; ISTE_EdLeaders_3d; ISTE_Educators_4a; ISTE_Educators_4b; ISTE_Educators_4c; ISTE_EdLeaders_3c; ISTE.Coach.PLF.5bAAQEP_1b; InTASC_3p; InTASC_2b; NSQ_Teaching_C5,,25-0000,25-1000; 25-2000; 25-4000; 25-9000,25-1020; 25-1040; 25-1050; 25-1080; 25-2020; 25-2030; 25-2050; 25-4020; 25-9030; 25-9090,25-4022; 25-9031,,,Student-Centered Learning,https://skills.emsidata.com/skills/KS441136FKYNP8XFVLZ1,
https://osmt.wgu.edu/api/skills/b8f21271-b980-4a0f-a789-323be86d5057,Perform Program Audits,Western Governors University,Perform program audits and reviews.,Educational Leadership,Curriculum & Instruction; Educational Leadership; WGUSID: 5427,InTASC_3a; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_8n; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TDF; ISTE.Coach.C.3a; ISTE.Coach.CA.1a; ISTE.Coach.CA.1c; ISTE.Coach.CL.2c; ISTE.Coach.DDM.6a; ISTE.Coach.DDM.6b; ISTE.Coach.PLF.5b; ISTE_Educators_7b; InTASC_3b; InTASC_3e; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ISTE.Coach.PLF.5c; ISTE.Coach.DDM.6c; ATD.Pers.PM; ATD.Prof.KM; InTASC_6o; ISTE.Coach.PLF.5cAAQEP_1a; ISTE_EdLeaders_3b; ATD.Pers.CE,,11-0000; 25-0000,11-9000; 25-4000; 25-9000,11-9030; 25-4020; 25-9030; 25-9090,11-9033; 11-9039; 25-4022; 25-9031,,,Educational Leadership,https://skills.emsidata.com/skills/KS123C271JPZ5MHPZG97,
https://osmt.wgu.edu/api/skills/9efeac18-0aec-4b21-a421-fea79a908270,Ethical Methodology Selection,Western Governors University,Select ethical methodologies when collecting data.,Data Collection,Curriculum & Instruction; Data Collection; WGUSID: 6190,ISTE_Educators_7c; InTASC_3a; InTASC_3d; InTASC_3i; InTASC_3m; InTASC_3n; InTASC_4g; InTASC_6p; InTASC_8n; ATD.Org.DA; ATD.Prof.EI; ATD.Prof.ID; ATD.Prof.TA; ATD.Prof.TDF; ISTE_Educators_7b; InTASC_3b; InTASC_3f; InTASC_3h; InTASC_3l; InTASC_3o; InTASC_4f; InTASC_5d; ATD.Org.ODC; ATD.Pers.CL; ATD.Pers.PM; ATD.Org.CBP; ISTE_EdLeaders_1d; ATD.Pers.CE; ATD.Prof.TDFISTE_Educators_7a; ILA_Teachers_3.4,,11-0000; 13-0000; 15-0000; 19-0000; 25-0000; 33-0000,11-3000; 11-9000; 13-1000; 13-2000; 15-1200; 25-4000; 25-9000; 33-3000,11-3030; 11-9030; 13-1110; 13-1160; 13-2010; 13-2040; 15-1210; 25-4020; 25-9030; 25-9090; 33-3020,11-3031; 11-9033; 11-9039; 13-1111; 13-1161; 13-2011; 13-2041; 25-4022; 25-9031,,,Data Collection,https://skills.emsidata.com/skills/KS122NR6NY1KB0TD40G4,
